source,target,weight
Gene_004,Gene_030,-0.8964292196401403
Gene_004,Gene_034,-0.9458206301861487
Gene_004,Gene_024,0.971464718141999
Gene_004,Gene_023,-0.8080390162590478
Gene_004,Gene_086,0.9308676720399096
Gene_004,Gene_038,0.9515705919731015
Gene_004,Gene_039,0.9817753559158707
Gene_004,Gene_032,0.9865108603070084
Gene_004,Gene_118,0.9240233919298841
Gene_004,Gene_006,0.8188922689252265
Gene_004,Gene_138,-0.8613480131344284
Gene_004,Gene_042,0.9236817321262278
Gene_004,Gene_088,0.9535162020102118
Gene_004,Gene_085,-0.9114778430526419
Gene_004,Gene_135,0.979989455802385
Gene_004,Gene_067,0.9693082153392023
Gene_004,Gene_078,0.9880618091888012
Gene_004,Gene_079,0.8498350976457761
Gene_004,Gene_058,0.957800964366703
Gene_004,Gene_037,0.9950810305195996
Gene_004,Gene_145,0.9880464250986887
Gene_004,Gene_142,-0.9734674574016785
Gene_004,Gene_027,0.9880630100917055
Gene_004,Gene_134,0.950592794287958
Gene_004,Gene_150,0.9522065247278785
Gene_004,Gene_137,0.9529888832102712
Gene_004,Gene_068,-0.9424929078845433
Gene_004,Gene_096,-0.9568375731791087
Gene_004,Gene_076,-0.8634785675498833
Gene_004,Gene_106,-0.9381586825199026
Gene_004,Gene_043,-0.9372787386121596
Gene_004,Gene_048,0.9346912605274135
Gene_004,Gene_101,0.9538789192098873
Gene_004,Gene_026,0.9872127611641068
Gene_004,Gene_107,-0.9336023255620524
Gene_004,Gene_028,0.9382569106654387
Gene_004,Gene_122,-0.9736098648492205
Gene_004,Gene_095,0.8965568766854067
Gene_004,Gene_046,0.9627691025533087
Gene_004,Gene_123,-0.9838844183568305
Gene_004,Gene_002,-0.9594406000272494
Gene_004,Gene_021,0.9173238724703896
Gene_004,Gene_114,-0.964451699232778
Gene_007,Gene_020,-0.9880939692565439
Gene_007,Gene_074,-0.9812384657216945
Gene_007,Gene_089,-0.843706810488035
Gene_007,Gene_090,-0.993677412195202
Gene_007,Gene_094,-0.9920925859481853
Gene_007,Gene_115,0.949042477450021
Gene_007,Gene_127,-0.8539926439936054
Gene_007,Gene_110,-0.9055723401810938
Gene_007,Gene_116,-0.8793182765970661
Gene_007,Gene_133,0.9430607267645874
Gene_007,Gene_034,-0.8092500978429525
Gene_007,Gene_035,-0.8813407451977464
Gene_007,Gene_052,-0.9373523672768851
Gene_007,Gene_023,-0.951050435235563
Gene_007,Gene_014,0.983124921463345
Gene_007,Gene_118,0.8432043861270208
Gene_007,Gene_059,-0.9861152509615217
Gene_007,Gene_113,0.9551282519524309
Gene_007,Gene_136,-0.8657097385025736
Gene_007,Gene_042,0.8561370961040489
Gene_007,Gene_085,-0.8548522183514696
Gene_007,Gene_003,0.9899761880454118
Gene_007,Gene_129,-0.8182975054618513
Gene_007,Gene_141,0.8419410780098111
Gene_007,Gene_019,-0.8157517702645425
Gene_007,Gene_051,0.9837709006986808
Gene_007,Gene_017,-0.9818766435163672
Gene_007,Gene_100,-0.983277022758953
Gene_007,Gene_103,-0.9869659293887707
Gene_007,Gene_106,-0.8190710050546278
Gene_007,Gene_043,-0.822716051311647
Gene_007,Gene_016,0.8161306919430448
Gene_007,Gene_073,0.949515916590433
Gene_007,Gene_102,0.8378024605393294
Gene_007,Gene_022,0.9823456444520543
Gene_007,Gene_057,0.8524080864081492
Gene_007,Gene_107,-0.8252465154894751
Gene_007,Gene_131,-0.981857705613897
Gene_007,Gene_095,0.8701125335016302
Gene_007,Gene_018,0.9857193202301956
Gene_007,Gene_062,0.9751861417111276
Gene_007,Gene_143,0.9792847622226684
Gene_007,Gene_081,-0.8989432776387082
Gene_007,Gene_010,0.9476728668827179
Gene_007,Gene_015,-0.9673633516567228
Gene_007,Gene_029,-0.968045868675856
Gene_007,Gene_125,-0.9774260036756343
Gene_007,Gene_011,0.9438011279217104
Gene_007,Gene_124,-0.9399194195596974
Gene_005,Gene_012,0.9783496110276935
Gene_005,Gene_053,-0.8932740499063857
Gene_005,Gene_060,0.9899801145634473
Gene_005,Gene_063,-0.8960422063945449
Gene_005,Gene_089,-0.9767240383746933
Gene_005,Gene_070,0.9269090310819479
Gene_005,Gene_115,0.8940575356239066
Gene_005,Gene_127,-0.9614832861737361
Gene_005,Gene_110,-0.9454161196858779
Gene_005,Gene_108,-0.839148271475152
Gene_005,Gene_146,0.8618723689846981
Gene_005,Gene_041,0.9324312463707863
Gene_005,Gene_035,-0.9597904287004663
Gene_005,Gene_052,-0.9093125372497837
Gene_005,Gene_050,0.9443987442723563
Gene_005,Gene_045,-0.9792483721772547
Gene_005,Gene_044,0.8651702117628982
Gene_005,Gene_104,-0.9900357529013096
Gene_005,Gene_128,0.8023978641052877
Gene_005,Gene_136,-0.9652638782753983
Gene_005,Gene_126,0.8970849086806967
Gene_005,Gene_047,-0.9483301378525646
Gene_005,Gene_129,-0.9824908695202815
Gene_005,Gene_117,-0.8508935596646812
Gene_005,Gene_141,0.9661310394733224
Gene_005,Gene_019,-0.969806219335597
Gene_005,Gene_119,0.9240830476340075
Gene_005,Gene_105,0.8879801856222322
Gene_005,Gene_017,-0.8177981388326077
Gene_005,Gene_080,-0.8029683418073613
Gene_005,Gene_016,0.983103627486932
Gene_005,Gene_073,0.8841073864590457
Gene_005,Gene_097,-0.9428489769748581
Gene_005,Gene_140,-0.9650127365140018
Gene_005,Gene_093,-0.96698935891228
Gene_005,Gene_102,0.9706125531720565
Gene_005,Gene_036,0.9833902910220791
Gene_005,Gene_057,0.9665337500861767
Gene_005,Gene_084,-0.9696080565263449
Gene_005,Gene_132,-0.9836905415628455
Gene_005,Gene_040,0.9929508266804036
Gene_005,Gene_144,-0.8473465020876052
Gene_005,Gene_131,-0.8220281773822363
Gene_005,Gene_071,0.8238508394081905
Gene_005,Gene_064,0.8699047072533422
Gene_005,Gene_149,-0.9578639397981266
Gene_005,Gene_061,0.9826064629697429
Gene_005,Gene_049,-0.9741897995744829
Gene_005,Gene_062,0.8473249747718054
Gene_005,Gene_081,-0.9322463789153774
Gene_005,Gene_010,0.8536279496339455
Gene_005,Gene_087,-0.9286328841536953
Gene_005,Gene_015,-0.8148020841237406
Gene_005,Gene_033,0.9801865493714945
Gene_005,Gene_124,-0.8613987469474721
Gene_008,Gene_013,-0.9106473651462419
Gene_008,Gene_055,0.9694412874549899
Gene_008,Gene_072,-0.9896695370280492
Gene_008,Gene_066,0.9128694538834735
Gene_008,Gene_091,0.8787912303079146
Gene_008,Gene_077,-0.9869676686448002
Gene_008,Gene_112,0.9431357539243685
Gene_008,Gene_111,0.960278770997929
Gene_008,Gene_098,0.9329568880594096
Gene_008,Gene_116,-0.9673239467876319
Gene_008,Gene_133,0.9120257101954217
Gene_008,Gene_130,0.9765247781789221
Gene_008,Gene_148,0.9215068536245382
Gene_008,Gene_121,0.8082934946563026
Gene_008,Gene_034,-0.9867679317255047
Gene_008,Gene_024,0.9166741523012311
Gene_008,Gene_023,-0.905073849154686
Gene_008,Gene_086,0.839510490413467
Gene_008,Gene_038,0.8654950643511108
Gene_008,Gene_039,0.992640097583721
Gene_008,Gene_032,0.9407291023186934
Gene_008,Gene_118,0.9726496857322382
Gene_008,Gene_113,0.8780206318176199
Gene_008,Gene_042,0.9761379449118631
Gene_008,Gene_088,0.8853927764429684
Gene_008,Gene_085,-0.9701965760633073
Gene_008,Gene_135,0.9810355013405542
Gene_008,Gene_067,0.932382556642323
Gene_008,Gene_078,0.9531082105553563
Gene_008,Gene_058,0.8794817309512262
Gene_008,Gene_037,0.9632690351300106
Gene_008,Gene_145,0.959986501398176
Gene_008,Gene_142,-0.9087757126207633
Gene_008,Gene_027,0.9594143648180834
Gene_008,Gene_100,-0.8314519030207898
Gene_008,Gene_134,0.8951713029027503
Gene_008,Gene_150,0.9830416883898138
Gene_008,Gene_137,0.8823945065006273
Gene_008,Gene_068,-0.8583096719499628
Gene_008,Gene_096,-0.9904719530646083
Gene_008,Gene_106,-0.9819554288262372
Gene_008,Gene_043,-0.9835364552836114
Gene_008,Gene_048,0.8477075129589698
Gene_008,Gene_101,0.881218496053592
Gene_008,Gene_026,0.9862898102600355
Gene_008,Gene_107,-0.9775272821815808
Gene_008,Gene_028,0.8574595962511115
Gene_008,Gene_122,-0.9872612141396677
Gene_008,Gene_095,0.9579671880041439
Gene_008,Gene_046,0.9846114896630732
Gene_008,Gene_123,-0.9715953131077629
Gene_008,Gene_002,-0.9845302182486986
Gene_008,Gene_021,0.8222254931771226
Gene_008,Gene_114,-0.9828596039313768
Gene_008,Gene_029,-0.8129582151596495
Gene_008,Gene_011,0.8474751664364304
Gene_013,Gene_009,0.9222930890653785
Gene_013,Gene_055,-0.9750336018553266
Gene_013,Gene_056,0.9085813217206816
Gene_013,Gene_072,0.9358047829291093
Gene_013,Gene_066,-0.9881941699496493
Gene_013,Gene_092,-0.9377546022543147
Gene_013,Gene_091,-0.9789335955842429
Gene_013,Gene_077,0.9429478681712441
Gene_013,Gene_069,-0.8824763090976844
Gene_013,Gene_112,-0.9771660260279822
Gene_013,Gene_111,-0.9817356849968093
Gene_013,Gene_098,-0.988218610827231
Gene_013,Gene_116,0.8004839846165276
Gene_013,Gene_130,-0.9497968594334824
Gene_013,Gene_148,-0.9903813092807516
Gene_013,Gene_139,0.8873384699423399
Gene_013,Gene_121,-0.9660377033109722
Gene_013,Gene_030,0.9618427647746369
Gene_013,Gene_034,0.8642832671508895
Gene_013,Gene_024,-0.9863639137030505
Gene_013,Gene_086,-0.9733353044012618
Gene_013,Gene_038,-0.9838451331608355
Gene_013,Gene_039,-0.9287395973203919
Gene_013,Gene_031,0.854627188651021
Gene_013,Gene_032,-0.9861207552962836
Gene_013,Gene_118,-0.8325244665752422
Gene_013,Gene_006,-0.913401116197848
Gene_013,Gene_138,0.9422142684885301
Gene_013,Gene_042,-0.8329359905646797
Gene_013,Gene_088,-0.978208266849634
Gene_013,Gene_085,0.8214249888399706
Gene_013,Gene_135,-0.9345612808142274
Gene_013,Gene_067,-0.9738976857744308
Gene_013,Gene_078,-0.9864961217621963
Gene_013,Gene_079,-0.9349440640503786
Gene_013,Gene_058,-0.988237386925529
Gene_013,Gene_037,-0.9821165141850355
Gene_013,Gene_082,0.8422548824274229
Gene_013,Gene_145,-0.9715117567101201
Gene_013,Gene_142,0.9919376566020047
Gene_013,Gene_083,-0.8384464092389651
Gene_013,Gene_027,-0.9736452026306244
Gene_013,Gene_134,-0.969881596720311
Gene_013,Gene_150,-0.8799508876751668
Gene_013,Gene_137,-0.9872262976076298
Gene_013,Gene_068,0.9789927017149421
Gene_013,Gene_096,0.8749713024371577
Gene_013,Gene_076,0.9441235809897517
Gene_013,Gene_106,0.8479856242471484
Gene_013,Gene_043,0.8558317923464166
Gene_013,Gene_048,-0.9769107261666837
Gene_013,Gene_101,-0.98653855483785
Gene_013,Gene_099,-0.8303654336946988
Gene_013,Gene_026,-0.9433980817972708
Gene_013,Gene_075,0.8096825652650754
Gene_013,Gene_107,0.8423140589811243
Gene_013,Gene_028,-0.9702210164914271
Gene_013,Gene_054,-0.8147161309068324
Gene_013,Gene_122,0.9181601119860477
Gene_013,Gene_065,-0.8362840335560622
Gene_013,Gene_046,-0.8862965994027914
Gene_013,Gene_123,0.9363650884946214
Gene_013,Gene_002,0.892016333695415
Gene_013,Gene_021,-0.9708081114725429
Gene_013,Gene_025,-0.8681136245039014
Gene_013,Gene_114,0.9029649808572338
Gene_012,Gene_053,-0.9507228398270571
Gene_012,Gene_060,0.9880991072484459
Gene_012,Gene_063,-0.9544325960980545
Gene_012,Gene_089,-0.9381254202053532
Gene_012,Gene_070,0.9697573378742947
Gene_012,Gene_115,0.8142407433874951
Gene_012,Gene_127,-0.9189025401099474
Gene_012,Gene_110,-0.889119306713155
Gene_012,Gene_108,-0.9184213888428693
Gene_012,Gene_146,0.9312132908596822
Gene_012,Gene_147,-0.8759722003123949
Gene_012,Gene_041,0.9722721614936776
Gene_012,Gene_035,-0.912655953338348
Gene_012,Gene_052,-0.8345303170351591
Gene_012,Gene_050,0.9842163226691791
Gene_012,Gene_045,-0.9682616764289895
Gene_012,Gene_044,0.9308675853195048
Gene_012,Gene_031,0.8105944688834114
Gene_012,Gene_104,-0.9889298595182076
Gene_012,Gene_128,0.8880226843558654
Gene_012,Gene_136,-0.9221633756728913
Gene_012,Gene_126,0.9561484958292208
Gene_012,Gene_047,-0.9856906554437486
Gene_012,Gene_129,-0.9514768669756151
Gene_012,Gene_117,-0.9202640524117418
Gene_012,Gene_141,0.9371073502243518
Gene_012,Gene_019,-0.9451509110758793
Gene_012,Gene_119,0.9733602862779749
Gene_012,Gene_105,0.9495006701181065
Gene_012,Gene_082,0.8297155315454376
Gene_012,Gene_083,-0.82031992153893
Gene_012,Gene_080,-0.8906771174482356
Gene_012,Gene_016,0.9527010130547856
Gene_012,Gene_073,0.8045519136677709
Gene_012,Gene_097,-0.9848897294366283
Gene_012,Gene_140,-0.9819441234354604
Gene_012,Gene_093,-0.991126448076161
Gene_012,Gene_099,-0.8392256783602812
Gene_012,Gene_102,0.9299000650300664
Gene_012,Gene_036,0.9738256538920411
Gene_012,Gene_057,0.9236182323930964
Gene_012,Gene_084,-0.9899547105245857
Gene_012,Gene_132,-0.9659897492985782
Gene_012,Gene_075,0.8479153684507966
Gene_012,Gene_040,0.9746859744996588
Gene_012,Gene_054,-0.8563364465955414
Gene_012,Gene_144,-0.9244849657045966
Gene_012,Gene_065,-0.8147290724013212
Gene_012,Gene_071,0.8987893940139828
Gene_012,Gene_064,0.9322578717111124
Gene_012,Gene_120,-0.8751493316393676
Gene_012,Gene_149,-0.9826916626710668
Gene_012,Gene_109,0.8809438465501683
Gene_012,Gene_061,0.9667647630387595
Gene_012,Gene_049,-0.9847144578650653
Gene_012,Gene_081,-0.8687363738712137
Gene_012,Gene_087,-0.9658845612275834
Gene_012,Gene_033,0.9578606634789081
Gene_009,Gene_053,-0.874592578013752
Gene_009,Gene_055,-0.8455877643018468
Gene_009,Gene_063,-0.8805337224500924
Gene_009,Gene_056,0.9908654428176125
Gene_009,Gene_066,-0.924111165851497
Gene_009,Gene_092,-0.9953739948772057
Gene_009,Gene_091,-0.9397938928779284
Gene_009,Gene_069,-0.9900395431659659
Gene_009,Gene_070,0.8350557158836894
Gene_009,Gene_108,-0.9239920475279616
Gene_009,Gene_112,-0.8836034422054491
Gene_009,Gene_111,-0.8579095651235644
Gene_009,Gene_098,-0.9053528900599307
Gene_009,Gene_146,0.9079577934503974
Gene_009,Gene_147,-0.9549997977567067
Gene_009,Gene_148,-0.9144559309580799
Gene_009,Gene_139,0.9898156682332607
Gene_009,Gene_121,-0.9804180262978396
Gene_009,Gene_030,0.9844973061449644
Gene_009,Gene_041,0.8306925755217585
Gene_009,Gene_050,0.8061501498126674
Gene_009,Gene_024,-0.9179541061505893
Gene_009,Gene_044,0.9048467312907572
Gene_009,Gene_086,-0.9706782204603139
Gene_009,Gene_038,-0.9534834308534236
Gene_009,Gene_031,0.981703005300971
Gene_009,Gene_032,-0.8906139817340605
Gene_009,Gene_006,-0.9919554077852608
Gene_009,Gene_128,0.9432131899210715
Gene_009,Gene_138,0.9870568785814217
Gene_009,Gene_126,0.8699353605952466
Gene_009,Gene_088,-0.9310866957105207
Gene_009,Gene_117,-0.9037477157522052
Gene_009,Gene_067,-0.8849389779378756
Gene_009,Gene_078,-0.8782000692492037
Gene_009,Gene_079,-0.9946217003169548
Gene_009,Gene_058,-0.9495799514613519
Gene_009,Gene_037,-0.8618753879737352
Gene_009,Gene_119,0.8273720141346375
Gene_009,Gene_105,0.8883312709021425
Gene_009,Gene_082,0.9760243747665518
Gene_009,Gene_145,-0.8518979216909476
Gene_009,Gene_142,0.9333364138012775
Gene_009,Gene_083,-0.9736244499350424
Gene_009,Gene_027,-0.8591955905802887
Gene_009,Gene_134,-0.9214667777763152
Gene_009,Gene_137,-0.9445799854608052
Gene_009,Gene_068,0.9598693498012164
Gene_009,Gene_080,-0.9401586211057025
Gene_009,Gene_076,0.9903148227875113
Gene_009,Gene_048,-0.9671978107288932
Gene_009,Gene_101,-0.9489227725085037
Gene_009,Gene_099,-0.9663253424974481
Gene_009,Gene_075,0.9640300046158683
Gene_009,Gene_028,-0.9404293380645107
Gene_009,Gene_054,-0.9574221106766264
Gene_009,Gene_144,-0.9078711536901588
Gene_009,Gene_065,-0.9659568837252984
Gene_009,Gene_071,0.9280465636596461
Gene_009,Gene_064,0.8869534407450382
Gene_009,Gene_120,-0.9508659920201193
Gene_009,Gene_109,0.9223869232848523
Gene_009,Gene_021,-0.968783902151967
Gene_009,Gene_025,-0.9770149117436403
Gene_053,Gene_060,-0.9133986460564355
Gene_053,Gene_063,0.9922790310191041
Gene_053,Gene_056,-0.8902982873712482
Gene_053,Gene_092,0.8530294764807359
Gene_053,Gene_069,0.9162493825160261
Gene_053,Gene_089,0.8100508053878812
Gene_053,Gene_070,-0.9900618473116106
Gene_053,Gene_108,0.9847768779025647
Gene_053,Gene_146,-0.9854211586746996
Gene_053,Gene_147,0.9692039251217519
Gene_053,Gene_139,-0.9089595537012664
Gene_053,Gene_030,-0.8076058395561149
Gene_053,Gene_041,-0.9887869587190182
Gene_053,Gene_050,-0.9812002160048795
Gene_053,Gene_045,0.8665752826665497
Gene_053,Gene_044,-0.9891735507396527
Gene_053,Gene_031,-0.9357161991418365
Gene_053,Gene_006,0.8883229873719054
Gene_053,Gene_104,0.918430433259647
Gene_053,Gene_128,-0.9742244090337021
Gene_053,Gene_138,-0.8386481348210206
Gene_053,Gene_126,-0.9822397250113858
Gene_053,Gene_047,0.9776939590165754
Gene_053,Gene_129,0.8332756757228073
Gene_053,Gene_117,0.9855215180569445
Gene_053,Gene_141,-0.8102511388690095
Gene_053,Gene_079,0.8558436698741501
Gene_053,Gene_019,0.8293802171718341
Gene_053,Gene_119,-0.9840165892549975
Gene_053,Gene_105,-0.9911464568114526
Gene_053,Gene_082,-0.9444659387251026
Gene_053,Gene_083,0.934703887898143
Gene_053,Gene_080,0.9731504810735723
Gene_053,Gene_076,-0.8426052978302035
Gene_053,Gene_016,-0.8355543571641636
Gene_053,Gene_097,0.9759194474634323
Gene_053,Gene_140,0.950179942117043
Gene_053,Gene_093,0.9481797782617903
Gene_053,Gene_099,0.952153606702285
Gene_053,Gene_036,-0.8735745849935896
Gene_053,Gene_084,0.9563863142159565
Gene_053,Gene_132,0.8607268753390162
Gene_053,Gene_075,-0.951151175146902
Gene_053,Gene_040,-0.8794688442384351
Gene_053,Gene_054,0.9532949069676375
Gene_053,Gene_144,0.9806272103766295
Gene_053,Gene_065,0.9312992649426789
Gene_053,Gene_071,-0.9719141717413586
Gene_053,Gene_064,-0.9769235218671187
Gene_053,Gene_120,0.9616757853299042
Gene_053,Gene_149,0.9577578907819804
Gene_053,Gene_109,-0.962805429808758
Gene_053,Gene_061,-0.8645971434175774
Gene_053,Gene_049,0.9268936490729154
Gene_053,Gene_025,0.9013099618383964
Gene_053,Gene_087,0.9566459147555432
Gene_053,Gene_033,-0.8501577175313204
Gene_055,Gene_056,-0.8243344737459407
Gene_055,Gene_072,-0.9811965869817153
Gene_055,Gene_066,0.9777322041741321
Gene_055,Gene_092,0.8659930958434694
Gene_055,Gene_091,0.9596871793033472
Gene_055,Gene_077,-0.9858795328999713
Gene_055,Gene_112,0.9887833282598486
Gene_055,Gene_111,0.9947067995045977
Gene_055,Gene_098,0.9847795863985219
Gene_055,Gene_116,-0.8977946184256925
Gene_055,Gene_133,0.8100516756863506
Gene_055,Gene_130,0.9870417888871043
Gene_055,Gene_148,0.9846783659532529
Gene_055,Gene_121,0.913227426142012
Gene_055,Gene_030,-0.9043283354942708
Gene_055,Gene_034,-0.9402594291001587
Gene_055,Gene_024,0.978249960293006
Gene_055,Gene_086,0.9378555012215839
Gene_055,Gene_038,0.9532537051768996
Gene_055,Gene_039,0.9783234181269185
Gene_055,Gene_032,0.990099793056035
Gene_055,Gene_118,0.9168619345465511
Gene_055,Gene_006,0.8277337880108288
Gene_055,Gene_138,-0.8718873350749016
Gene_055,Gene_042,0.9153867436007604
Gene_055,Gene_088,0.9601307014590451
Gene_055,Gene_085,-0.906476913291187
Gene_055,Gene_135,0.9766725142011192
Gene_055,Gene_067,0.9749637224933133
Gene_055,Gene_078,0.9903375868079048
Gene_055,Gene_079,0.8595490058131533
Gene_055,Gene_058,0.9619382813259068
Gene_055,Gene_037,0.9956444794745362
Gene_055,Gene_145,0.9901485658002027
Gene_055,Gene_142,-0.9765308043013358
Gene_055,Gene_027,0.9940092465220876
Gene_055,Gene_134,0.9572905781826205
Gene_055,Gene_150,0.9433707359936251
Gene_055,Gene_137,0.960301115314357
Gene_055,Gene_068,-0.9487936427894941
Gene_055,Gene_096,-0.9513433864705422
Gene_055,Gene_076,-0.8730501944577297
Gene_055,Gene_106,-0.929716617948359
Gene_055,Gene_043,-0.93220294253178
Gene_055,Gene_048,0.9424351348180895
Gene_055,Gene_101,0.9585884724967414
Gene_055,Gene_026,0.9851020786040889
Gene_055,Gene_107,-0.926561734665079
Gene_055,Gene_028,0.942375046259907
Gene_055,Gene_122,-0.9682631123903774
Gene_055,Gene_095,0.8876053298018189
Gene_055,Gene_046,0.9588581980470764
Gene_055,Gene_123,-0.9823945988956077
Gene_055,Gene_002,-0.9564951802090722
Gene_055,Gene_021,0.9255886493304862
Gene_055,Gene_114,-0.9549186138664173
Gene_060,Gene_063,-0.9175035261381111
Gene_060,Gene_089,-0.9680514629309579
Gene_060,Gene_070,0.9434749875788054
Gene_060,Gene_115,0.8734479715557923
Gene_060,Gene_127,-0.9532084930887428
Gene_060,Gene_110,-0.9316553917281309
Gene_060,Gene_108,-0.8663472302556646
Gene_060,Gene_146,0.8858439868012149
Gene_060,Gene_147,-0.8175536192234871
Gene_060,Gene_041,0.943624515100148
Gene_060,Gene_035,-0.9518887926175442
Gene_060,Gene_052,-0.8884986304034789
Gene_060,Gene_050,0.9591918324645831
Gene_060,Gene_045,-0.9810469305676977
Gene_060,Gene_044,0.8816298966549971
Gene_060,Gene_104,-0.9930811811040059
Gene_060,Gene_128,0.8339206704510089
Gene_060,Gene_136,-0.9548482137354483
Gene_060,Gene_126,0.920940157445072
Gene_060,Gene_047,-0.9650455792752867
Gene_060,Gene_129,-0.9759141182543704
Gene_060,Gene_117,-0.8768029283457457
Gene_060,Gene_141,0.9607657536578459
Gene_060,Gene_019,-0.9698424007924338
Gene_060,Gene_119,0.9410678239471143
Gene_060,Gene_105,0.9092770242746608
Gene_060,Gene_080,-0.8323727468401018
Gene_060,Gene_016,0.9776328671719428
Gene_060,Gene_073,0.8631792412190985
Gene_060,Gene_097,-0.9574181570949802
Gene_060,Gene_140,-0.9729812988669502
Gene_060,Gene_093,-0.9826038484153049
Gene_060,Gene_102,0.9580205957889631
Gene_060,Gene_036,0.9843941467768822
Gene_060,Gene_057,0.9534779505879597
Gene_060,Gene_084,-0.9812481136175119
Gene_060,Gene_132,-0.9787864052753084
Gene_060,Gene_040,0.9858519403414285
Gene_060,Gene_144,-0.8767247398030897
Gene_060,Gene_071,0.8407870636397055
Gene_060,Gene_064,0.8921959748067706
Gene_060,Gene_120,-0.8180636259908642
Gene_060,Gene_149,-0.9588387748171183
Gene_060,Gene_109,0.8240811377220851
Gene_060,Gene_061,0.9792240461565812
Gene_060,Gene_049,-0.979288692472401
Gene_060,Gene_062,0.8274750255564783
Gene_060,Gene_081,-0.9165885902571731
Gene_060,Gene_010,0.8336530610127506
Gene_060,Gene_087,-0.9482481376713812
Gene_060,Gene_033,0.9789565600959786
Gene_060,Gene_124,-0.8470255822929814
Gene_063,Gene_056,-0.8964012562966756
Gene_063,Gene_092,0.8619594405027671
Gene_063,Gene_069,0.9218967606277894
Gene_063,Gene_089,0.8086448969045301
Gene_063,Gene_070,-0.9875909578041878
Gene_063,Gene_108,0.9888333686587254
Gene_063,Gene_146,-0.990211068992267
Gene_063,Gene_147,0.9741447864088782
Gene_063,Gene_139,-0.9169502691941774
Gene_063,Gene_030,-0.816611190455836
Gene_063,Gene_041,-0.9897209458285722
Gene_063,Gene_050,-0.9846361970683335
Gene_063,Gene_045,0.8681521985321256
Gene_063,Gene_044,-0.9926008753292411
Gene_063,Gene_031,-0.9407382966987895
Gene_063,Gene_006,0.894321535448933
Gene_063,Gene_104,0.9229961796501234
Gene_063,Gene_128,-0.9780116127537426
Gene_063,Gene_138,-0.8441829279801505
Gene_063,Gene_126,-0.9941159694185393
Gene_063,Gene_047,0.9793330387952084
Gene_063,Gene_129,0.8307632291140506
